trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
PAO_527_V6,11:43:33,11:46:34,90006,49,0,0
PAO_527_V6,11:51:20,11:50:49,90005,51,0,0
PAO_527_V6,12:01:01,12:03:24,90004,55,0,0
PAO_527_V6,11:58:43,12:12:49,90522,66,0,0
PAO_527_V6,12:07:00,12:14:30,90521,68,0,0
PAO_527_V6,12:09:52,12:11:53,90520,69,0,0
PAO_527_V6,12:11:16,12:04:48,90519,70,0,0
PAO_527_V6,12:09:36,12:18:50,90518,71,0,0
PAO_527_V6,12:19:42,12:20:44,90517,72,0,0
PAO_527_V6,12:20:25,12:12:30,90516,73,0,0
PAO_527_V6,12:24:33,12:13:35,90515,74,0,0
PAO_527_V6,12:24:52,12:18:07,90514,76,0,0
PAO_527_V6,12:27:28,12:22:26,90513,77,0,0
PAO_527_V6,12:19:53,12:29:50,90512,78,0,0
PAO_527_V6,12:23:23,12:28:51,90511,79,0,0
PAO_527_V6,12:29:04,12:29:31,90510,81,0,0
PAO_527_V6,12:29:08,12:24:43,90509,82,0,0
PAO_527_V6,12:27:26,12:34:44,90508,83,0,0
PAO_527_V6,12:32:50,12:29:33,90507,84,0,0
PAO_527_V6,12:44:06,12:36:57,90506,85,1,3
PAO_527_V6,12:43:32,12:45:09,90505,86,0,0
PAO_527_V6,12:44:37,12:40:37,90504,89,0,0
PAO_527_V6,12:52:15,12:55:58,90503,90,0,0
PAO_527_V6,12:58:36,12:56:49,90502,92,1,3
PAO_527_V6,12:59:27,12:57:16,90501,94,0,0
PAO_527_V7,11:37:26,11:35:27,90007,46,0,0
PAO_527_V7,11:54:48,11:51:33,90006,49,0,0
PAO_527_V7,11:50:39,11:47:36,90005,51,0,0
PAO_527_V7,11:54:27,11:56:41,90004,55,0,0
PAO_527_V7,12:10:27,12:00:31,90522,66,0,0
PAO_527_V7,12:00:02,12:13:38,90521,68,0,0
PAO_527_V7,12:10:12,12:16:32,90520,69,0,0
PAO_527_V7,12:09:21,12:11:28,90519,70,0,0
PAO_527_V7,12:08:34,12:16:03,90518,71,0,0
PAO_527_V7,12:07:51,12:11:15,90517,72,0,0
PAO_527_V7,12:09:05,12:11:23,90516,73,0,0
PAO_527_V7,12:24:29,12:21:37,90515,74,0,0
PAO_527_V7,12:25:48,12:18:06,90514,76,0,0
PAO_527_V7,12:20:12,12:20:14,90513,77,0,0
PAO_527_V7,12:21:25,12:22:47,90512,78,0,0
PAO_527_V7,12:33:06,12:24:28,90511,79,0,0
PAO_527_V7,12:35:18,12:32:21,90510,81,0,0
PAO_527_V7,12:29:39,12:28:16,90509,82,0,0
PAO_527_V7,12:25:05,12:36:38,90508,83,0,0
PAO_527_V7,12:28:42,12:29:12,90507,84,0,0
PAO_527_V7,12:39:02,12:43:56,90506,85,1,3
PAO_527_V7,12:42:54,12:37:38,90505,86,0,0
PAO_529_V5,12:16:55,12:13:10,90007,46,0,0
PAO_529_V5,12:24:48,12:21:56,90006,49,0,0
PAO_529_V5,12:28:36,12:15:49,90005,51,0,0
PAO_529_V5,12:24:41,12:24:01,90004,55,0,0
PAO_529_V5,12:42:51,12:31:25,90522,66,0,0
PAO_529_V5,12:32:48,12:44:16,90521,68,0,0
PAO_529_V5,12:40:18,12:35:13,90520,69,0,0
PAO_529_V5,12:38:48,12:37:34,90519,70,0,0
PAO_529_V5,12:50:09,12:38:48,90518,71,0,0
PAO_529_V5,12:46:30,12:45:14,90517,72,0,0
PAO_529_V5,12:53:34,12:43:30,90516,73,0,0
PAO_529_V5,12:51:58,12:51:06,90515,74,0,0
PAO_529_V5,12:55:55,12:51:43,90514,76,0,0
PAO_529_V5,12:46:53,12:48:42,90513,77,0,0
PAO_529_V5,12:48:53,12:49:29,90512,78,0,0
PAO_529_V5,12:57:57,12:50:44,90511,79,0,0
PAO_529_V5,12:58:51,13:03:40,90510,81,0,0
PAO_529_V5,13:02:05,13:02:46,90509,82,0,0
PAO_529_V5,12:59:09,12:56:17,90508,83,0,0
PAO_529_V5,13:11:20,13:02:03,90507,84,0,0
PAO_529_V5,13:11:30,13:10:41,90506,85,0,0
PAO_529_V5,13:06:45,13:10:53,90505,86,0,0
PAO_529_V5,13:11:03,13:20:42,90504,89,0,0
PAO_529_V5,13:23:59,13:21:16,90503,90,0,0
PAO_529_V5,13:30:32,13:21:35,90502,92,1,3
PAO_529_V5,13:36:44,13:34:07,90501,94,0,0
PAO_531_V5,12:37:58,12:46:55,90007,40,0,0
PAO_531_V5,12:47:45,12:50:34,90006,43,0,0
PAO_531_V5,12:58:02,12:53:44,90005,45,0,0
PAO_531_V5,13:00:03,13:03:16,90004,49,0,0
PAO_531_V5,13:10:41,13:13:26,90522,60,0,0
PAO_531_V5,13:06:39,13:11:26,90521,62,0,0
PAO_531_V5,13:07:10,13:13:10,90520,63,0,0
PAO_531_V5,13:06:59,13:13:54,90519,64,0,0
PAO_531_V5,13:12:10,13:18:59,90518,65,0,0
PAO_531_V5,13:13:30,13:18:55,90517,66,0,0
PAO_531_V5,13:21:12,13:14:15,90516,67,0,0
PAO_531_V5,13:26:01,13:16:14,90515,68,0,0
PAO_531_V5,13:24:18,13:14:50,90514,70,0,0
PAO_531_V5,13:16:47,13:28:05,90513,71,0,0
PAO_531_V5,13:27:01,13:19:55,90512,72,0,0
PAO_531_V5,13:23:33,13:22:52,90511,73,0,0
PAO_531_V5,13:22:11,13:26:30,90510,75,0,0
PAO_531_V5,13:34:50,13:25:28,90509,76,0,0
PAO_531_V5,13:33:20,13:36:23,90508,77,0,0
PAO_531_V5,13:32:36,13:42:16,90507,78,0,0
PAO_531_V5,13:34:08,13:31:07,90506,79,1,3
PAO_531_V5,13:34:20,13:46:12,90505,80,0,0
PAO_531_V6,12:43:32,12:47:35,90007,46,0,0
PAO_531_V6,12:45:33,12:50:42,90006,49,0,0
PAO_531_V6,12:49:31,12:48:19,90005,51,0,0
PAO_531_V6,12:59:56,12:57:26,90004,55,0,0
PAO_531_V6,13:02:07,13:09:01,90522,66,0,0
PAO_531_V6,13:05:47,13:03:04,90521,68,0,0
PAO_531_V6,13:06:35,13:08:18,90520,69,0,0
PAO_531_V6,13:04:59,13:12:28,90519,70,0,0
PAO_531_V6,13:06:37,13:05:25,90518,71,0,0
PAO_531_V6,13:12:10,13:16:39,90517,72,0,0
PAO_531_V6,13:19:37,13:18:37,90516,73,0,0
PAO_531_V6,13:13:03,13:20:14,90515,74,0,0
PAO_531_V6,13:27:56,13:25:34,90514,76,0,0
PAO_531_V6,13:27:17,13:16:46,90513,77,0,0
PAO_531_V6,13:30:33,13:28:16,90512,78,0,0
PAO_531_V6,13:28:14,13:20:40,90511,79,0,0
PAO_531_V6,13:28:16,13:26:16,90510,81,0,0
PAO_531_V6,13:28:44,13:29:06,90509,82,0,0
PAO_531_V6,13:31:27,13:32:43,90508,83,0,0
PAO_531_V6,13:35:49,13:38:11,90507,84,1,3
PAO_531_V6,13:39:44,13:32:06,90506,85,0,0
PAO_531_V6,13:36:21,13:37:55,90505,86,0,0
PAO_531_V7,12:48:06,12:35:33,90007,46,0,0
PAO_531_V7,12:43:33,12:53:46,90006,49,0,0
PAO_531_V7,12:51:49,12:56:40,90005,51,0,0
PAO_531_V7,13:01:51,12:56:23,90004,55,0,0
PAO_531_V7,13:01:42,13:12:06,90522,66,0,0
PAO_531_V7,13:06:16,13:10:42,90521,68,0,0
PAO_531_V7,13:07:20,13:12:15,90520,69,0,0
PAO_531_V7,13:11:10,13:09:17,90519,70,0,0
PAO_531_V7,13:13:29,13:07:47,90518,71,0,0
PAO_531_V7,13:16:47,13:07:31,90517,72,0,0
PAO_531_V7,13:12:13,13:18:26,90516,73,0,0
PAO_531_V7,13:24:05,13:22:35,90515,74,0,0
PAO_531_V7,13:23:15,13:26:34,90514,76,0,0
PAO_531_V7,13:17:24,13:15:50,90513,77,0,0
PAO_531_V7,13:23:59,13:18:38,90512,78,0,0
PAO_531_V7,13:26:03,13:21:23,90511,79,0,0
PAO_531_V7,13:32:40,13:24:13,90510,81,0,0
PAO_531_V7,13:24:16,13:27:40,90509,82,0,0
PAO_531_V7,13:35:57,13:25:39,90508,83,0,0
PAO_531_V7,13:32:45,13:35:30,90507,84,0,0
PAO_531_V7,13:31:29,13:44:54,90506,85,1,3
PAO_531_V7,13:35:26,13:33:04,90505,86,0,0
PAO_533_V5,13:06:35,13:06:36,90007,46,0,0
PAO_533_V5,13:23:05,13:17:50,90006,49,0,0
PAO_533_V5,13:24:31,13:17:41,90005,51,0,0
PAO_533_V5,13:28:49,13:23:59,90004,55,0,0
PAO_533_V5,13:35:05,13:32:35,90522,66,0,0
PAO_533_V5,13:39:49,13:45:00,90521,68,0,0
PAO_533_V5,13:36:08,13:38:58,90520,69,0,0
PAO_533_V5,13:38:08,13:43:30,90519,70,0,0
PAO_533_V5,13:38:39,13:40:58,90518,71,0,0
PAO_533_V5,13:43:14,13:48:27,90517,72,0,0
PAO_533_V5,13:49:39,13:41:48,90516,73,0,0
PAO_533_V5,13:54:16,13:43:03,90515,74,0,0
PAO_533_V5,13:47:32,13:44:49,90514,76,0,0
PAO_533_V5,13:47:44,13:46:42,90513,77,0,0
PAO_533_V5,13:56:08,14:01:23,90512,78,0,0
PAO_533_V5,14:01:11,14:04:09,90511,79,0,0
PAO_533_V5,14:02:13,13:53:12,90510,81,0,0
PAO_533_V5,14:08:55,14:00:19,90509,82,0,0
PAO_533_V5,14:02:27,13:56:56,90508,83,0,0
PAO_533_V5,14:01:03,14:03:46,90507,84,0,0
PAO_533_V5,14:02:21,14:09:19,90506,85,0,0
PAO_533_V5,14:07:39,14:14:28,90505,86,0,0
PAO_533_V5,14:12:45,14:15:23,90504,89,0,0
PAO_533_V5,14:18:10,14:20:56,90503,90,0,0
PAO_533_V5,14:27:02,14:20:51,90502,92,1,3
PAO_533_V5,14:41:12,14:30:18,90501,94,0,0
PAO_535_V5,13:43:43,13:34:26,90007,40,0,0
PAO_535_V5,13:46:40,13:48:48,90006,43,0,0
PAO_535_V5,13:46:36,13:49:33,90005,45,0,0
PAO_535_V5,13:50:08,14:02:05,90004,49,0,0
PAO_535_V5,14:11:28,13:59:08,90522,60,0,0
PAO_535_V5,14:05:35,14:05:26,90521,62,0,0
PAO_535_V5,14:03:26,14:11:03,90520,63,0,0
PAO_535_V5,14:04:17,14:07:29,90519,64,0,0
PAO_535_V5,14:20:32,14:13:34,90518,65,0,0
PAO_535_V5,14:12:12,14:11:45,90517,66,0,0
PAO_535_V5,14:22:42,14:23:14,90516,67,0,0
PAO_535_V5,14:19:24,14:23:39,90515,68,0,0
PAO_535_V5,14:21:40,14:21:02,90514,70,0,0
PAO_535_V5,14:23:03,14:17:09,90513,71,0,0
PAO_535_V5,14:21:58,14:27:29,90512,72,0,0
PAO_535_V5,14:26:26,14:22:38,90511,73,0,0
PAO_535_V5,14:32:31,14:24:33,90510,75,0,0
PAO_535_V5,14:29:27,14:34:32,90509,76,0,0
PAO_535_V5,14:39:54,14:28:45,90508,77,0,0
PAO_535_V5,14:32:48,14:41:11,90507,78,0,0
PAO_535_V5,14:44:45,14:44:02,90506,79,1,3
PAO_535_V5,14:34:24,14:46:13,90505,80,0,0
PAO_535_V6,13:38:37,13:40:00,90007,46,0,0
PAO_535_V6,13:54:21,13:43:18,90006,49,0,0
PAO_535_V6,13:58:49,13:51:53,90005,51,0,0
PAO_535_V6,13:49:55,13:58:57,90004,55,0,0
PAO_535_V6,14:01:19,14:04:38,90522,66,0,0
PAO_535_V6,14:00:06,14:09:17,90521,68,0,0
PAO_535_V6,14:11:23,14:06:31,90520,69,0,0
PAO_535_V6,14:10:40,14:13:34,90519,70,0,0
PAO_535_V6,14:09:01,14:05:38,90518,71,0,0
PAO_535_V6,14:15:34,14:16:32,90517,72,0,0
PAO_535_V6,14:12:19,14:16:51,90516,73,0,0
PAO_535_V6,14:24:40,14:20:00,90515,74,0,0
PAO_535_V6,14:22:41,14:18:47,90514,76,0,0
PAO_535_V6,14:25:19,14:22:34,90513,77,0,0
PAO_535_V6,14:26:34,14:24:29,90512,78,0,0
PAO_535_V6,14:19:54,14:24:58,90511,79,0,0
PAO_535_V6,14:28:14,14:30:04,90510,81,0,0
PAO_535_V6,14:34:17,14:28:03,90509,82,0,0
PAO_535_V6,14:28:50,14:37:56,90508,83,0,0
PAO_535_V6,14:39:40,14:37:58,90507,84,0,0
PAO_535_V6,14:35:22,14:38:53,90506,85,1,3
PAO_535_V6,14:36:43,14:37:44,90505,86,0,0
PAO_535_V7,13:46:39,13:40:08,90007,46,0,0
PAO_535_V7,13:48:22,13:50:52,90006,49,0,0
PAO_535_V7,13:48:31,13:48:50,90005,51,0,0
PAO_535_V7,13:59:51,13:50:47,90004,55,0,0
PAO_535_V7,14:11:36,14:05:42,90522,66,0,0
PAO_535_V7,14:05:11,14:03:51,90521,68,0,0
PAO_535_V7,14:15:05,14:13:52,90520,69,0,0
PAO_535_V7,14:10:44,14:08:09,90519,70,0,0
PAO_535_V7,14:11:13,14:07:36,90518,71,0,0
PAO_535_V7,14:07:29,14:11:52,90517,72,0,0
PAO_535_V7,14:10:05,14:18:09,90516,73,0,0
PAO_535_V7,14:25:32,14:25:53,90515,74,0,0
PAO_535_V7,14:14:39,14:13:23,90514,76,0,0
PAO_535_V7,14:23:51,14:27:58,90513,77,0,0
PAO_535_V7,14:27:40,14:30:48,90512,78,0,0
PAO_535_V7,14:26:46,14:23:52,90511,79,0,0
PAO_535_V7,14:23:51,14:25:11,90510,81,0,0
PAO_535_V7,14:28:51,14:31:00,90509,82,0,0
PAO_535_V7,14:27:51,14:39:36,90508,83,0,0
PAO_535_V7,14:30:04,14:40:44,90507,84,0,0
PAO_535_V7,14:33:53,14:43:40,90506,85,1,3
PAO_535_V7,14:42:01,14:47:39,90505,86,0,0
PAO_537_V5,14:09:23,14:04:01,90007,46,0,0
PAO_537_V5,14:14:54,14:10:44,90006,49,0,0
PAO_537_V5,14:27:20,14:17:02,90005,51,0,0
PAO_537_V5,14:28:27,14:29:45,90004,55,0,0
PAO_537_V5,14:29:02,14:32:10,90522,66,0,0
PAO_537_V5,14:43:13,14:42:52,90521,68,0,0
PAO_537_V5,14:38:24,14:39:58,90520,69,0,0
PAO_537_V5,14:47:10,14:38:16,90519,70,0,0
PAO_537_V5,14:43:50,14:42:58,90518,71,0,0
PAO_537_V5,14:42:49,14:40:04,90517,72,0,0
PAO_537_V5,14:52:24,14:40:44,90516,73,0,0
PAO_537_V5,14:49:57,14:43:29,90515,74,0,0
PAO_537_V5,14:50:40,14:44:56,90514,76,0,0
PAO_537_V5,14:58:47,15:00:12,90513,77,0,0
PAO_537_V5,14:57:49,14:59:50,90512,78,0,0
PAO_537_V5,14:58:15,15:04:30,90511,79,0,0
PAO_537_V5,14:55:46,14:57:44,90510,81,0,0
PAO_537_V5,14:57:10,15:00:31,90509,82,0,0
PAO_537_V5,15:04:04,15:06:14,90508,83,0,0
PAO_537_V5,15:05:19,15:06:49,90507,84,0,0
PAO_537_V5,15:13:26,15:04:45,90506,85,0,0
PAO_537_V5,15:07:39,15:17:03,90505,86,0,0
PAO_537_V5,15:20:10,15:18:28,90504,89,0,0
PAO_537_V5,15:14:09,15:19:53,90503,90,0,0
PAO_537_V5,15:27:16,15:27:31,90502,92,1,3
PAO_537_V5,15:30:22,15:32:50,90501,94,0,0
PAO_539_V5,14:37:27,14:37:17,90007,40,0,0
PAO_539_V5,14:53:52,14:42:14,90006,43,0,0
PAO_539_V5,14:48:39,14:51:45,90005,45,0,0
PAO_539_V5,15:03:14,14:57:45,90004,49,0,0
PAO_539_V5,15:00:52,15:01:09,90522,60,0,0
PAO_539_V5,15:12:28,15:04:45,90521,62,0,0
PAO_539_V5,15:09:26,15:10:53,90520,63,0,0
PAO_539_V5,15:06:32,15:04:58,90519,64,0,0
PAO_539_V5,15:18:41,15:13:00,90518,65,0,0
PAO_539_V5,15:15:48,15:13:03,90517,66,0,0
PAO_539_V5,15:13:40,15:21:52,90516,67,0,0
PAO_539_V5,15:24:50,15:15:55,90515,68,0,0
PAO_539_V5,15:23:40,15:27:02,90514,70,0,0
PAO_539_V5,15:28:07,15:30:24,90513,71,0,0
PAO_539_V5,15:29:03,15:32:41,90512,72,0,0
PAO_539_V5,15:31:27,15:26:57,90511,73,0,0
PAO_539_V5,15:34:40,15:24:40,90510,75,0,0
PAO_539_V5,15:31:12,15:26:20,90509,76,0,0
PAO_539_V5,15:35:01,15:29:01,90508,77,0,0
PAO_539_V5,15:30:21,15:35:39,90507,78,0,0
PAO_539_V5,15:44:15,15:45:45,90506,79,1,3
PAO_539_V5,15:34:40,15:43:40,90505,80,0,0
PAO_539_V6,14:38:04,14:35:20,90007,46,0,0
PAO_539_V6,14:52:24,14:40:11,90006,49,0,0
PAO_539_V6,14:50:52,14:51:53,90005,51,0,0
PAO_539_V6,15:01:43,14:49:30,90004,55,0,0
PAO_539_V6,15:02:02,15:10:45,90522,66,0,0
PAO_539_V6,15:08:54,15:06:33,90521,68,0,0
PAO_539_V6,15:14:07,15:04:57,90520,69,0,0
PAO_539_V6,15:10:36,15:16:40,90519,70,0,0
PAO_539_V6,15:19:05,15:08:50,90518,71,0,0
PAO_539_V6,15:18:59,15:08:15,90517,72,0,0
PAO_539_V6,15:23:55,15:23:06,90516,73,0,0
PAO_539_V6,15:12:48,15:19:25,90515,74,0,0
PAO_539_V6,15:16:55,15:18:49,90514,76,0,0
PAO_539_V6,15:24:36,15:19:10,90513,77,0,0
PAO_539_V6,15:20:13,15:19:41,90512,78,0,0
PAO_539_V6,15:23:07,15:30:10,90511,79,0,0
PAO_539_V6,15:23:18,15:29:33,90510,81,0,0
PAO_539_V6,15:25:44,15:28:24,90509,82,0,0
PAO_539_V6,15:31:45,15:26:04,90508,83,0,0
PAO_539_V6,15:29:28,15:34:25,90507,84,0,0
PAO_539_V6,15:43:39,15:32:05,90506,85,1,3
PAO_539_V6,15:34:39,15:35:34,90505,86,0,0
PAO_539_V7,14:34:03,14:38:21,90007,46,0,0
PAO_539_V7,14:46:30,14:48:10,90006,49,0,0
PAO_539_V7,14:52:58,14:51:10,90005,51,0,0
PAO_539_V7,14:49:43,14:59:11,90004,55,0,0
PAO_539_V7,15:07:20,15:01:51,90522,66,0,0
PAO_539_V7,15:11:40,15:14:26,90521,68,0,0
PAO_539_V7,15:13:33,15:05:48,90520,69,0,0
PAO_539_V7,15:08:12,15:13:45,90519,70,0,0
PAO_539_V7,15:12:25,15:06:27,90518,71,0,0
PAO_539_V7,15:11:11,15:21:46,90517,72,0,0
PAO_539_V7,15:21:50,15:19:20,90516,73,0,0
PAO_539_V7,15:16:02,15:15:54,90515,74,0,0
PAO_539_V7,15:24:55,15:15:19,90514,76,0,0
PAO_539_V7,15:20:46,15:22:51,90513,77,0,0
PAO_539_V7,15:17:47,15:29:49,90512,78,0,0
PAO_539_V7,15:32:24,15:27:06,90511,79,0,0
PAO_539_V7,15:35:12,15:23:18,90510,81,0,0
PAO_539_V7,15:32:24,15:23:47,90509,82,0,0
PAO_539_V7,15:31:00,15:32:30,90508,83,0,0
PAO_539_V7,15:35:50,15:29:23,90507,84,0,0
PAO_539_V7,15:40:07,15:31:21,90506,85,1,3
PAO_539_V7,15:33:38,15:41:24,90505,86,0,0
PAO_541_V5,15:15:41,15:07:05,90007,46,0,0
PAO_541_V5,15:14:02,15:24:12,90006,49,0,0
PAO_541_V5,15:27:54,15:24:01,90005,51,0,0
PAO_541_V5,15:26:17,15:24:46,90004,55,0,0
PAO_541_V5,15:42:39,15:38:33,90516,73,0,0
PAO_541_V5,15:48:39,15:42:32,90515,74,0,0
PAO_541_V5,15:51:51,15:41:12,90514,76,0,0
PAO_541_V5,15:51:52,15:48:17,90513,77,0,0
PAO_541_V5,15:56:37,15:45:59,90512,78,0,0
PAO_541_V5,15:57:44,15:54:19,90511,79,0,0
PAO_541_V5,16:00:05,15:53:31,90510,81,0,0
PAO_541_V5,15:55:37,16:00:22,90509,82,0,0
PAO_541_V5,15:50:14,15:52:27,90508,83,0,0
PAO_541_V5,16:01:32,16:02:31,90507,84,0,0
PAO_541_V5,15:59:56,15:55:46,90506,85,0,0
PAO_541_V5,16:12:40,15:59:36,90505,86,0,0
PAO_541_V5,16:14:04,16:10:17,90504,89,0,0
PAO_541_V5,16:14:27,16:09:07,90503,90,0,0
PAO_541_V5,16:20:05,16:21:31,90502,92,1,3
PAO_541_V5,16:21:52,16:16:23,90501,94,0,0
PAO_543_V6,15:48:09,15:45:47,90007,46,0,0
PAO_543_V6,15:51:19,15:46:11,90006,49,0,0
PAO_543_V6,15:55:12,15:50:39,90005,51,0,0
PAO_543_V6,15:54:10,15:53:27,90004,55,0,0
PAO_543_V6,16:02:54,16:09:27,90522,66,0,0
PAO_543_V6,16:11:02,16:05:08,90521,68,0,0
PAO_543_V6,16:12:33,16:02:37,90520,69,0,0
PAO_543_V6,16:13:18,16:08:43,90519,70,0,0
PAO_543_V6,16:18:07,16:10:41,90518,71,0,0
PAO_543_V6,16:07:17,16:09:51,90517,72,0,0
PAO_543_V6,16:19:43,16:22:50,90516,73,0,0
PAO_543_V6,16:23:29,16:24:50,90515,74,0,0
PAO_543_V6,16:13:43,16:21:40,90514,76,0,0
PAO_543_V6,16:16:22,16:29:55,90513,77,0,0
PAO_543_V6,16:25:25,16:18:39,90512,78,0,0
PAO_543_V6,16:25:31,16:24:08,90511,79,0,0
PAO_543_V6,16:35:49,16:27:30,90510,81,0,0
PAO_543_V6,16:35:22,16:24:19,90509,82,0,0
PAO_543_V6,16:39:38,16:36:37,90508,83,0,0
PAO_543_V6,16:27:24,16:28:54,90507,84,0,0
PAO_543_V6,16:42:50,16:41:36,90506,85,0,0
PAO_543_V6,16:46:01,16:37:56,90505,86,0,0
PAO_543_V6,16:48:29,16:43:11,90504,89,0,0
PAO_543_V6,16:50:36,16:43:04,90503,90,0,0
PAO_543_V6,16:50:17,16:54:47,90502,92,1,3
PAO_543_V6,16:58:46,17:05:11,90501,94,0,0
PAO_543_V7,15:40:53,15:39:55,90007,46,0,0
PAO_543_V7,15:49:54,15:52:45,90006,49,0,0
PAO_543_V7,15:56:06,15:49:25,90005,51,0,0
PAO_543_V7,16:01:49,15:50:16,90004,55,0,0
PAO_543_V7,16:02:18,16:07:28,90522,66,0,0
PAO_543_V7,16:09:11,16:12:47,90521,68,0,0
PAO_543_V7,16:10:38,16:13:06,90520,69,0,0
PAO_543_V7,16:09:13,16:12:22,90519,70,0,0
PAO_543_V7,16:11:03,16:18:50,90518,71,0,0
PAO_543_V7,16:14:44,16:20:30,90517,72,0,0
PAO_543_V7,16:14:41,16:20:39,90516,73,0,0
PAO_543_V7,16:24:56,16:23:27,90515,74,0,0
PAO_543_V7,16:26:54,16:19:51,90514,76,0,0
PAO_543_V7,16:27:02,16:28:05,90513,77,0,0
PAO_543_V7,16:29:05,16:22:23,90512,78,0,0
PAO_543_V7,16:33:08,16:25:47,90511,79,0,0
PAO_543_V7,16:34:20,16:30:17,90510,81,0,0
PAO_543_V7,16:37:25,16:37:13,90509,82,0,0
PAO_543_V7,16:35:23,16:35:42,90508,83,0,0
PAO_543_V7,16:27:20,16:34:08,90507,84,0,0
PAO_543_V7,16:30:22,16:33:23,90506,85,1,3
PAO_543_V7,16:36:11,16:42:53,90505,86,0,0
PAO_545_V5,15:45:33,15:49:01,90007,40,0,0
PAO_545_V5,15:57:38,15:52:41,90006,43,0,0
PAO_545_V5,16:00:08,15:59:37,90005,45,0,0
PAO_545_V5,16:13:00,16:09:19,90004,49,0,0
PAO_545_V5,16:11:51,16:12:39,90522,60,0,0
PAO_545_V5,16:22:16,16:19:20,90521,62,0,0
PAO_545_V5,16:17:38,16:21:31,90520,63,0,0
PAO_545_V5,16:24:33,16:25:06,90519,64,0,0
PAO_545_V5,16:17:31,16:20:28,90518,65,0,0
PAO_545_V5,16:18:49,16:20:02,90517,66,0,0
PAO_545_V5,16:29:24,16:33:49,90516,67,0,0
PAO_545_V5,16:36:42,16:34:56,90515,68,0,0
PAO_545_V5,16:30:35,16:35:57,90514,70,0,0
PAO_545_V5,16:35:12,16:33:38,90513,71,0,0
PAO_545_V5,16:39:31,16:35:48,90512,72,0,0
PAO_545_V5,16:38:16,16:38:52,90511,73,0,0
PAO_545_V5,16:33:41,16:39:26,90510,75,0,0
PAO_545_V5,16:39:38,16:44:16,90509,76,0,0
PAO_545_V5,16:49:53,16:50:28,90508,77,0,0
PAO_545_V5,16:39:20,16:40:42,90507,78,0,0
PAO_545_V5,16:43:18,16:52:56,90506,79,1,3
PAO_545_V5,16:58:05,16:51:20,90505,80,0,0
PAO_547_V6,16:45:03,16:35:25,90007,46,0,0
PAO_547_V6,16:48:30,16:41:45,90006,49,0,0
PAO_547_V6,16:48:08,16:46:35,90005,51,0,0
PAO_547_V6,16:50:21,16:51:42,90004,55,0,0
PAO_547_V6,16:59:24,16:58:39,90522,66,0,0
PAO_547_V6,17:12:45,17:14:38,90521,68,0,0
PAO_547_V6,17:15:41,17:06:49,90520,69,0,0
PAO_547_V6,17:07:58,17:10:15,90519,70,0,0
PAO_547_V6,17:07:05,17:17:23,90518,71,0,0
PAO_547_V6,17:19:40,17:12:27,90517,72,0,0
PAO_547_V6,17:14:37,17:21:21,90516,73,0,0
PAO_547_V6,17:24:02,17:25:44,90515,74,0,0
PAO_547_V6,17:27:08,17:19:50,90514,76,0,0
PAO_547_V6,17:22:08,17:18:34,90513,77,0,0
PAO_547_V6,17:31:22,17:25:15,90512,78,0,0
PAO_547_V6,17:21:35,17:20:59,90511,79,0,0
PAO_547_V6,17:30:46,17:24:24,90510,81,0,0
PAO_547_V6,17:31:13,17:31:25,90509,82,0,0
PAO_547_V6,17:37:21,17:36:34,90508,83,0,0
PAO_547_V6,17:34:41,17:31:15,90507,84,0,0
PAO_547_V6,17:37:52,17:34:51,90506,85,1,3
PAO_547_V6,17:38:31,17:41:21,90505,86,0,0
PAO_547_V7,16:37:49,16:35:42,90007,46,0,0
PAO_547_V7,16:45:25,16:48:57,90006,49,0,0
PAO_547_V7,16:45:49,16:49:05,90005,51,0,0
PAO_547_V7,17:02:07,16:49:28,90004,55,0,0
PAO_547_V7,17:10:52,17:08:32,90522,66,0,0
PAO_547_V7,17:05:36,17:02:49,90521,68,0,0
PAO_547_V7,17:16:02,17:07:21,90520,69,0,0
PAO_547_V7,17:12:20,17:17:27,90519,70,0,0
PAO_547_V7,17:14:27,17:17:27,90518,71,0,0
PAO_547_V7,17:07:11,17:20:10,90517,72,0,0
PAO_547_V7,17:10:49,17:17:43,90516,73,0,0
PAO_547_V7,17:18:07,17:22:04,90515,74,0,0
PAO_547_V7,17:18:34,17:24:00,90514,76,0,0
PAO_547_V7,17:21:25,17:21:59,90513,77,0,0
PAO_547_V7,17:17:35,17:17:24,90512,78,0,0
PAO_547_V7,17:32:15,17:27:11,90511,79,0,0
PAO_547_V7,17:25:04,17:24:32,90510,81,0,0
PAO_547_V7,17:33:05,17:35:42,90509,82,0,0
PAO_547_V7,17:33:05,17:34:53,90508,83,0,0
PAO_547_V7,17:27:31,17:27:52,90507,84,0,0
PAO_547_V7,17:42:11,17:40:46,90506,85,1,3
PAO_547_V7,17:43:04,17:46:02,90505,86,0,0
PAO_551_V5,16:23:41,16:22:38,90007,46,0,0
PAO_551_V5,16:29:03,16:26:18,90006,49,0,0
PAO_551_V5,16:28:43,16:28:43,90005,51,0,0
PAO_551_V5,16:27:26,16:30:55,90004,55,0,0
PAO_551_V5,16:37:59,16:44:06,90522,66,0,0
PAO_551_V5,16:41:27,16:41:25,90521,68,0,0
PAO_551_V5,16:50:37,16:43:06,90520,69,0,0
PAO_551_V5,16:47:52,16:45:06,90519,70,0,0
